Unnamed: 0,book_tod,book_dow,book_category,book_staff,last_category,last_staff,last_day_services,last_receipt_tot,last_dow,last_tod,last_noshow,last_prod_flag,last_cumrev,last_cumbook,last_cumstyle,last_cumcolor,last_cumprod,last_cumcancel,last_cumnoshow,noshow,recency
520,morning,Thursday,STYLE,BECKY,STYLE,SINEAD,1,35.0,Tuesday,morning,0,0,35,1,1,0,0,0,0,0,44
521,morning,Thursday,STYLE,BECKY,STYLE,BECKY,1,50.0,Thursday,morning,0,0,85,2,2,0,0,0,0,0,28
524,morning,Saturday,STYLE,BECKY,COLOR,JOANNE,2,255.55,Saturday,morning,0,1,155,2,1,1,2,0,0,0,49
525,morning,Saturday,COLOR,JOANNE,COLOR,JOANNE,2,255.55,Saturday,morning,0,1,155,2,1,1,2,0,0,0,49
529,afternoon,Friday,STYLE,BECKY,STYLE,SINEAD,1,35.0,Wednesday,afternoon,0,0,35,1,1,0,0,0,0,0,51
542,afternoon,Wednesday,STYLE,JJ,STYLE,JJ,1,82.0,Saturday,afternoon,0,0,82,1,1,0,0,0,0,0,81
544,evening,Thursday,STYLE,JJ,STYLE,JJ,1,40.0,Thursday,evening,0,0,40,1,1,0,0,0,0,0,35
545,morning,Wednesday,STYLE,JJ,STYLE,JJ,1,60.0,Thursday,evening,0,0,100,2,2,0,0,0,0,0,34
546,evening,Thursday,STYLE,JJ,STYLE,JJ,1,60.0,Wednesday,morning,0,0,160,3,3,0,0,0,0,0,36
548,morning,Saturday,STYLE,JJ,STYLE,JJ,1,82.0,Saturday,morning,0,0,82,1,1,0,0,0,0,0,63
550,morning,Saturday,STYLE,JJ,STYLE,JJ,1,82.0,Wednesday,morning,0,0,82,1,1,0,0,0,0,0,66
551,morning,Saturday,COLOR,JOANNE,STYLE,JJ,1,82.0,Wednesday,morning,0,0,82,1,1,0,0,0,0,0,66
554,afternoon,Thursday,STYLE,JJ,STYLE,JJ,1,132.4,Thursday,afternoon,0,1,82,1,1,0,1,0,0,0,35
555,afternoon,Wednesday,STYLE,JJ,STYLE,JJ,1,102.0,Thursday,afternoon,0,0,184,2,2,0,1,0,0,0,34
558,morning,Thursday,STYLE,BECKY,COLOR,JOANNE,2,0.0,Friday,afternoon,1,0,70,2,1,1,1,0,1,0,48
559,morning,Thursday,COLOR,JOANNE,COLOR,JOANNE,2,0.0,Friday,afternoon,1,0,70,2,1,1,1,0,1,0,48
563,evening,Tuesday,STYLE,JJ,STYLE,JJ,1,40.0,Friday,morning,0,0,40,1,1,0,0,0,0,0,74
570,afternoon,Friday,STYLE,JJ,STYLE,JJ,1,82.0,Thursday,afternoon,0,0,82,1,1,0,0,0,0,0,36
571,morning,Saturday,COLOR,JOANNE,STYLE,JJ,1,102.0,Friday,afternoon,0,0,184,2,2,0,0,0,0,0,15
574,morning,Saturday,COLOR,JOANNE,STYLE,JJ,1,82.0,Friday,morning,0,0,396,5,4,1,0,1,0,0,29
575,afternoon,Friday,STYLE,JJ,COLOR,JOANNE,1,130.0,Saturday,morning,0,0,526,6,4,2,0,1,0,0,6
577,morning,Friday,STYLE,BECKY,STYLE,BECKY,1,60.0,Tuesday,morning,0,0,60,1,1,0,0,0,0,0,45
578,afternoon,Thursday,STYLE,BECKY,STYLE,BECKY,1,80.0,Friday,morning,0,0,140,2,2,0,0,0,0,0,41
585,morning,Wednesday,STYLE,JJ,STYLE,JJ,1,40.0,Friday,morning,0,0,40,1,1,0,0,0,0,0,40
586,afternoon,Wednesday,STYLE,JJ,STYLE,JJ,1,101.4,Wednesday,morning,0,1,100,2,2,0,1,0,0,0,28
588,morning,Wednesday,STYLE,SINEAD,STYLE,SINEAD,1,70.0,Thursday,morning,0,0,70,1,1,0,0,0,0,0,34
589,morning,Thursday,STYLE,BECKY,STYLE,SINEAD,1,90.0,Wednesday,morning,0,0,160,2,2,0,0,0,0,0,43
593,morning,Tuesday,STYLE,BECKY,STYLE,SINEAD,1,35.0,Tuesday,morning,0,0,35,1,1,0,0,0,0,0,35
594,morning,Tuesday,STYLE,BECKY,STYLE,BECKY,1,50.0,Tuesday,morning,0,0,85,2,2,0,0,0,0,0,35
598,afternoon,Friday,STYLE,JJ,STYLE,JJ,1,40.0,Thursday,evening,0,0,40,1,1,0,0,0,0,0,43
599,afternoon,Thursday,STYLE,JJ,STYLE,JJ,1,60.0,Friday,afternoon,0,0,100,2,2,0,0,0,0,0,41
604,evening,Tuesday,STYLE,BECKY,COLOR,BECKY,2,75.0,Friday,evening,0,1,75,4,2,2,2,2,2,0,74
605,evening,Tuesday,COLOR,BECKY,COLOR,BECKY,2,75.0,Friday,evening,0,1,75,4,2,2,2,2,2,0,74
610,morning,Sunday,STYLE,BECKY,STYLE,BECKY,1,30.0,Thursday,afternoon,0,0,30,1,1,0,0,0,0,0,59
613,afternoon,Friday,STYLE,JJ,COLOR,JOANNE,2,115.0,Thursday,morning,0,1,115,2,1,1,2,0,0,0,29
614,afternoon,Friday,COLOR,JOANNE,COLOR,JOANNE,2,115.0,Thursday,morning,0,1,115,2,1,1,2,0,0,0,29
618,evening,Tuesday,STYLE,BECKY,STYLE,BECKY,1,60.0,Saturday,morning,0,0,60,1,1,0,0,0,0,0,45
622,morning,Tuesday,STYLE,BECKY,STYLE,BECKY,1,30.0,Friday,evening,0,0,30,1,1,0,0,0,0,0,46
628,morning,Thursday,STYLE,BECKY,MISC,JOANNE,3,220.0,Thursday,morning,0,1,220,3,1,1,3,0,0,0,49
629,morning,Thursday,COLOR,JOANNE,MISC,JOANNE,3,220.0,Thursday,morning,0,1,220,3,1,1,3,0,0,0,49
631,afternoon,Wednesday,STYLE,JJ,STYLE,JJ,1,40.0,Tuesday,morning,0,0,40,1,1,0,0,0,0,0,29
635,morning,Tuesday,STYLE,JJ,STYLE,JJ,1,60.0,Thursday,evening,0,0,160,5,5,0,0,2,1,0,26
637,evening,Tuesday,STYLE,JJ,STYLE,JJ,1,82.0,Wednesday,evening,0,0,82,1,1,0,0,0,0,1,20
640,afternoon,Saturday,STYLE,JJ,MISC,JOANNE,1,0.0,Tuesday,afternoon,0,0,82,4,3,0,0,1,1,0,11
641,afternoon,Saturday,COLOR,JOANNE,MISC,JOANNE,1,0.0,Tuesday,afternoon,0,0,82,4,3,0,0,1,1,0,11
642,afternoon,Wednesday,STYLE,JJ,COLOR,JOANNE,2,382.8,Saturday,afternoon,0,1,364,6,4,1,2,1,1,1,60
645,evening,Thursday,STYLE,KELLY,STYLE,KELLY,1,63.45,Thursday,evening,0,1,45,1,1,0,1,0,0,0,42
654,morning,Thursday,STYLE,JJ,STYLE,JJ,1,82.0,Wednesday,morning,0,0,82,1,1,0,0,0,0,0,57
659,afternoon,Saturday,STYLE,SINEAD,STYLE,BECKY,1,50.0,Friday,evening,0,0,280,4,3,1,0,2,2,1,8
660,morning,Tuesday,STYLE,BECKY,STYLE,SINEAD,1,0.0,Saturday,afternoon,1,0,330,5,4,1,0,2,3,0,10
661,evening,Tuesday,STYLE,SINEAD,STYLE,BECKY,1,50.0,Tuesday,morning,0,0,380,6,5,1,0,2,3,1,7
662,afternoon,Thursday,STYLE,SINEAD,STYLE,SINEAD,1,0.0,Tuesday,evening,1,0,430,7,6,1,0,2,4,0,9
663,afternoon,Thursday,COLOR,JOANNE,STYLE,SINEAD,1,0.0,Tuesday,evening,1,0,430,7,6,1,0,2,4,0,9
666,evening,Friday,STYLE,BECKY,STYLE,SINEAD,1,0.0,Saturday,morning,1,0,580,11,8,3,0,3,5,0,20
667,afternoon,Friday,COLOR,JOANNE,STYLE,SINEAD,1,0.0,Saturday,morning,1,0,580,11,8,3,0,3,5,0,20
668,evening,Friday,STYLE,HOUSE,COLOR,JOANNE,2,70.0,Friday,afternoon,0,0,700,13,9,4,1,3,5,0,7
669,morning,Tuesday,STYLE,BECKY,STYLE,HOUSE,1,250.0,Friday,evening,0,0,950,14,10,4,1,3,5,1,11
671,evening,Tuesday,STYLE,BECKY,STYLE,BECKY,1,0.0,Tuesday,morning,1,0,1000,15,11,4,1,3,6,1,7
672,morning,Tuesday,STYLE,BECKY,STYLE,BECKY,1,0.0,Tuesday,evening,1,0,1100,17,13,4,1,4,7,0,7
673,morning,Tuesday,COLOR,JOANNE,STYLE,BECKY,1,0.0,Tuesday,evening,1,0,1100,17,13,4,1,4,7,0,7
674,afternoon,Thursday,STYLE,BECKY,COLOR,JOANNE,2,50.0,Tuesday,morning,0,0,1200,19,14,5,1,4,7,1,9
677,morning,Friday,STYLE,JJ,STYLE,JJ,1,82.0,Thursday,afternoon,0,0,82,2,2,0,0,1,1,0,43
688,afternoon,Thursday,STYLE,BECKY,STYLE,SINEAD,1,35.0,Tuesday,evening,0,0,35,1,1,0,0,0,0,0,72
690,afternoon,Tuesday,STYLE,BECKY,STYLE,BECKY,1,60.0,Tuesday,evening,0,0,60,1,1,0,0,0,0,0,49
694,morning,Wednesday,STYLE,HOUSE,COLOR,KELLY,2,135.0,Thursday,afternoon,0,1,135,2,1,1,2,0,0,0,6
695,afternoon,Thursday,STYLE,SINEAD,STYLE,HOUSE,1,225.0,Wednesday,morning,0,0,360,3,2,1,2,0,0,1,8
696,afternoon,Thursday,STYLE,SINEAD,STYLE,SINEAD,1,0.0,Thursday,afternoon,1,0,410,4,3,1,2,0,1,1,7
697,afternoon,Thursday,STYLE,SINEAD,STYLE,SINEAD,1,0.0,Thursday,afternoon,1,0,460,5,4,1,2,0,2,1,7
698,afternoon,Thursday,STYLE,SINEAD,STYLE,SINEAD,1,0.0,Thursday,afternoon,1,0,505,6,5,1,2,0,3,1,7
699,afternoon,Thursday,STYLE,SINEAD,STYLE,SINEAD,1,0.0,Thursday,afternoon,1,0,555,7,6,1,2,0,4,1,7
700,afternoon,Thursday,STYLE,SINEAD,STYLE,SINEAD,1,0.0,Thursday,afternoon,1,0,605,8,7,1,2,0,5,0,7
701,afternoon,Thursday,COLOR,JOANNE,STYLE,SINEAD,1,0.0,Thursday,afternoon,1,0,605,8,7,1,2,0,5,0,7
702,afternoon,Thursday,STYLE,SINEAD,COLOR,JOANNE,2,160.0,Thursday,afternoon,0,1,765,10,8,2,4,0,5,0,7
710,afternoon,Thursday,STYLE,JJ,COLOR,JOANNE,2,120.0,Wednesday,morning,0,1,1037,18,14,4,6,4,5,0,22
718,afternoon,Wednesday,STYLE,JJ,STYLE,JJ,1,40.0,Tuesday,evening,0,0,40,1,1,0,0,0,0,0,50
723,morning,Saturday,STYLE,JJ,STYLE,BECKY,1,30.0,Friday,evening,0,0,30,3,2,1,0,1,2,0,8
724,morning,Saturday,STYLE,JJ,STYLE,JJ,1,172.0,Saturday,morning,0,1,132,4,3,1,1,1,2,0,7
725,afternoon,Saturday,STYLE,SINEAD,STYLE,JJ,1,52.0,Saturday,morning,0,0,184,5,4,1,1,1,2,0,7
726,morning,Thursday,STYLE,JJ,STYLE,SINEAD,1,50.0,Saturday,afternoon,0,0,234,6,5,1,1,1,2,0,5
727,morning,Friday,STYLE,JJ,STYLE,JJ,1,52.0,Thursday,morning,0,0,286,7,6,1,1,1,2,0,8
731,morning,Saturday,STYLE,JJ,COLOR,JOANNE,2,215.0,Saturday,morning,0,1,553,11,9,2,3,2,2,0,7
734,afternoon,Saturday,STYLE,KELLY,STYLE,BECKY,1,50.0,Sunday,afternoon,0,0,655,14,12,2,3,3,3,0,20
738,afternoon,Sunday,STYLE,JJ,STYLE,JJ,1,82.0,Tuesday,morning,0,0,82,1,1,0,0,0,0,0,47
739,afternoon,Friday,COLOR,JOANNE,STYLE,JJ,1,111.4,Sunday,afternoon,0,1,134,2,2,0,1,0,0,0,40
747,afternoon,Saturday,STYLE,JJ,STYLE,JJ,1,40.0,Thursday,morning,0,0,40,1,1,0,0,0,0,0,121
750,evening,Friday,MISC,KELLY,MISC,KELLY,1,0.0,Friday,evening,0,0,0,1,0,0,0,0,0,0,28
757,afternoon,Saturday,MISC,SINEAD,COLOR,KELLY,2,100.0,Tuesday,morning,0,1,100,2,1,1,2,0,0,0,25
758,afternoon,Saturday,STYLE,SINEAD,COLOR,KELLY,2,100.0,Tuesday,morning,0,1,100,2,1,1,2,0,0,0,25
759,afternoon,Saturday,COLOR,JOANNE,COLOR,KELLY,2,100.0,Tuesday,morning,0,1,100,2,1,1,2,0,0,0,25
760,evening,Thursday,STYLE,SINEAD,COLOR,JOANNE,3,125.0,Saturday,afternoon,0,1,225,5,2,2,5,0,0,0,26
761,evening,Thursday,COLOR,JOANNE,COLOR,JOANNE,3,125.0,Saturday,afternoon,0,1,225,5,2,2,5,0,0,0,26
765,morning,Saturday,STYLE,BECKY,COLOR,JOANNE,2,120.0,Saturday,morning,0,1,470,10,4,4,9,1,0,0,28
766,morning,Saturday,COLOR,JOANNE,COLOR,JOANNE,2,120.0,Saturday,morning,0,1,470,10,4,4,9,1,0,0,28
778,evening,Friday,STYLE,JJ,STYLE,JJ,1,82.0,Thursday,afternoon,0,0,82,1,1,0,0,0,0,0,43
779,afternoon,Wednesday,STYLE,JJ,STYLE,JJ,1,102.0,Friday,evening,0,0,184,2,2,0,0,0,0,0,40
781,evening,Thursday,STYLE,JJ,STYLE,JJ,1,82.0,Thursday,afternoon,0,0,82,1,1,0,0,0,0,0,98
783,morning,Saturday,MISC,JJ,STYLE,JJ,1,82.0,Thursday,morning,0,0,82,1,1,0,0,0,0,0,37
784,morning,Saturday,STYLE,HOUSE,STYLE,JJ,1,82.0,Thursday,morning,0,0,82,1,1,0,0,0,0,0,37
785,afternoon,Saturday,STYLE,JJ,STYLE,HOUSE,2,260.0,Saturday,morning,0,0,342,3,2,0,1,0,0,0,28
786,morning,Thursday,STYLE,JJ,STYLE,JJ,1,102.0,Saturday,afternoon,0,0,444,4,3,0,1,0,0,0,40
794,evening,Tuesday,STYLE,SINEAD,STYLE,SINEAD,1,35.0,Thursday,evening,0,0,35,1,1,0,0,0,0,0,40
798,evening,Thursday,COLOR,JOANNE,STYLE,SINEAD,1,70.0,Saturday,afternoon,0,0,70,1,1,0,0,0,0,0,47
799,evening,Wednesday,STYLE,SINEAD,COLOR,JOANNE,1,160.0,Thursday,evening,0,0,230,2,1,1,0,0,0,0,6
800,evening,Tuesday,STYLE,BECKY,STYLE,SINEAD,1,90.0,Wednesday,evening,0,0,320,3,2,1,0,0,0,0,48
803,evening,Thursday,STYLE,BECKY,STYLE,SINEAD,1,35.0,Tuesday,evening,0,0,35,1,1,0,0,0,0,0,100
805,afternoon,Friday,STYLE,KELLY,STYLE,KELLY,1,339.0,Saturday,morning,0,1,45,1,1,0,1,0,0,0,69
806,morning,Friday,COLOR,KELLY,STYLE,KELLY,1,339.0,Saturday,morning,0,1,45,1,1,0,1,0,0,0,69
816,evening,Friday,STYLE,JJ,COLOR,JOANNE,2,242.0,Thursday,afternoon,0,1,242,2,1,1,2,0,0,0,50
817,afternoon,Friday,COLOR,JOANNE,COLOR,JOANNE,2,242.0,Thursday,afternoon,0,1,242,2,1,1,2,0,0,0,50
825,afternoon,Tuesday,STYLE,BECKY,STYLE,BECKY,1,60.0,Thursday,morning,0,0,60,1,1,0,0,0,0,0,40
832,afternoon,Tuesday,STYLE,SINEAD,STYLE,SINEAD,1,108.31,Wednesday,morning,0,1,70,1,1,0,1,0,0,0,55
838,morning,Tuesday,STYLE,JJ,STYLE,JJ,1,82.0,Thursday,morning,0,0,82,1,1,0,0,0,0,0,47
839,morning,Tuesday,COLOR,JJ,STYLE,JJ,1,82.0,Thursday,morning,0,0,82,1,1,0,0,0,0,0,47
840,morning,Wednesday,STYLE,JJ,COLOR,JJ,2,172.0,Tuesday,morning,0,1,254,3,2,1,2,0,0,0,50
847,morning,Wednesday,STYLE,JJ,COLOR,JOANNE,2,167.0,Tuesday,afternoon,0,1,167,2,1,1,2,0,0,0,64
849,morning,Friday,STYLE,JJ,STYLE,JJ,1,82.0,Tuesday,afternoon,0,0,82,1,1,0,0,0,0,0,66
851,afternoon,Wednesday,STYLE,JJ,STYLE,JJ,1,117.39,Friday,morning,0,1,82,1,1,0,1,0,0,0,12
852,morning,Friday,STYLE,JJ,STYLE,JJ,1,52.0,Wednesday,afternoon,0,0,134,2,2,0,1,0,0,0,23
860,evening,Tuesday,STYLE,BECKY,STYLE,BECKY,1,0.0,Saturday,afternoon,1,0,0,4,4,0,0,3,4,1,17
862,afternoon,Friday,STYLE,BECKY,STYLE,BECKY,1,30.0,Friday,morning,0,0,30,1,1,0,0,0,0,0,21
863,morning,Friday,STYLE,BECKY,STYLE,BECKY,1,50.0,Friday,afternoon,0,0,80,2,2,0,0,0,0,0,28
864,morning,Friday,STYLE,BECKY,STYLE,BECKY,1,50.0,Friday,morning,0,0,130,3,3,0,0,0,0,0,21
865,morning,Friday,STYLE,BECKY,STYLE,BECKY,1,78.8,Friday,morning,0,1,180,4,4,0,1,0,0,0,14
866,morning,Friday,STYLE,BECKY,STYLE,BECKY,1,50.0,Friday,morning,0,0,230,5,5,0,1,0,0,0,21
873,morning,Friday,STYLE,JJ,STYLE,JJ,1,82.0,Tuesday,afternoon,0,0,82,2,2,0,0,1,1,0,24
874,morning,Thursday,STYLE,JJ,STYLE,JJ,1,52.0,Friday,morning,0,0,134,3,3,0,0,1,1,0,34
875,morning,Friday,STYLE,JJ,STYLE,JJ,1,102.0,Thursday,morning,0,0,236,4,4,0,0,1,1,0,43
880,afternoon,Saturday,STYLE,JJ,COLOR,JJ,2,82.0,Friday,afternoon,0,1,82,2,1,1,1,0,0,0,50
881,morning,Saturday,COLOR,JOANNE,COLOR,JJ,2,82.0,Friday,afternoon,0,1,82,2,1,1,1,0,0,0,50
886,afternoon,Saturday,STYLE,KELLY,COLOR,KELLY,2,180.0,Saturday,afternoon,0,1,155,2,1,1,2,0,0,0,35
887,afternoon,Saturday,COLOR,KELLY,COLOR,KELLY,2,180.0,Saturday,afternoon,0,1,155,2,1,1,2,0,0,0,35
888,afternoon,Saturday,MISC,KELLY,COLOR,KELLY,2,180.0,Saturday,afternoon,0,1,155,2,1,1,2,0,0,0,35
892,morning,Wednesday,STYLE,JJ,STYLE,JJ,1,82.0,Wednesday,morning,0,0,82,1,1,0,0,0,0,1,49
893,morning,Saturday,STYLE,JJ,STYLE,JJ,1,0.0,Wednesday,morning,1,0,82,2,2,0,0,0,1,0,31
899,evening,Tuesday,STYLE,BECKY,COLOR,JOANNE,2,190.0,Tuesday,evening,0,1,190,2,1,1,2,0,0,0,63
900,evening,Tuesday,COLOR,JOANNE,COLOR,JOANNE,2,190.0,Tuesday,evening,0,1,190,2,1,1,2,0,0,0,63
902,afternoon,Wednesday,STYLE,HOUSE,MISC,SINEAD,1,0.0,Wednesday,afternoon,0,0,0,1,0,0,0,0,0,0,7
905,morning,Tuesday,STYLE,SINEAD,STYLE,SINEAD,1,0.0,Wednesday,afternoon,1,0,300,4,3,0,0,1,1,1,6
906,afternoon,Wednesday,STYLE,SINEAD,STYLE,SINEAD,1,0.0,Tuesday,morning,1,0,350,5,4,0,0,1,2,1,8
910,morning,Thursday,STYLE,BECKY,COLOR,JOANNE,2,192.0,Thursday,evening,0,1,592,9,7,1,2,2,3,1,7
911,afternoon,Thursday,STYLE,BECKY,STYLE,BECKY,1,0.0,Thursday,morning,1,0,642,10,8,1,2,2,4,1,7
912,morning,Thursday,STYLE,HOUSE,STYLE,BECKY,1,0.0,Thursday,afternoon,1,0,692,11,9,1,2,2,5,0,7
918,afternoon,Tuesday,STYLE,BECKY,STYLE,BECKY,1,0.0,Tuesday,afternoon,1,0,992,15,13,1,2,4,6,1,7
924,evening,Tuesday,STYLE,KELLY,STYLE,BECKY,1,60.0,Friday,evening,0,0,60,1,1,0,0,0,0,0,67
931,afternoon,Wednesday,STYLE,KELLY,STYLE,TANYA,1,15.0,Saturday,afternoon,0,0,15,1,1,0,0,0,0,0,11
942,evening,Tuesday,STYLE,BECKY,STYLE,SINEAD,1,35.0,Tuesday,evening,0,0,35,1,1,0,0,0,0,0,35
944,morning,Friday,COLOR,JOANNE,COLOR,JOANNE,1,50.0,Saturday,morning,0,0,50,1,0,1,0,0,0,0,48
952,evening,Thursday,STYLE,JJ,COLOR,KELLY,2,147.0,Tuesday,evening,0,1,147,2,1,1,2,0,0,0,65
953,evening,Thursday,COLOR,JOANNE,COLOR,KELLY,2,147.0,Tuesday,evening,0,1,147,2,1,1,2,0,0,0,65
959,morning,Tuesday,STYLE,JJ,STYLE,JJ,1,40.0,Friday,morning,0,0,40,1,1,0,0,0,0,0,32
960,morning,Tuesday,STYLE,JJ,STYLE,JJ,1,60.0,Tuesday,morning,0,0,100,2,2,0,0,0,0,0,35
961,morning,Tuesday,STYLE,JJ,STYLE,JJ,1,60.0,Tuesday,morning,0,0,160,3,3,0,0,0,0,0,35
968,evening,Tuesday,STYLE,JJ,STYLE,JJ,1,40.0,Thursday,evening,0,0,40,1,1,0,0,0,0,0,47
969,evening,Tuesday,STYLE,JJ,STYLE,JJ,1,50.0,Tuesday,evening,0,0,90,2,2,0,0,0,0,0,35
970,evening,Tuesday,STYLE,JJ,STYLE,JJ,1,50.0,Tuesday,evening,0,0,140,3,3,0,0,0,0,0,28
973,afternoon,Saturday,STYLE,SINEAD,STYLE,SINEAD,1,70.0,Saturday,afternoon,0,0,70,1,1,0,0,0,0,0,28
979,afternoon,Friday,STYLE,KELLY,MISC,KELLY,1,0.0,Tuesday,evening,0,0,0,1,0,0,0,0,0,0,10
980,morning,Friday,COLOR,KELLY,MISC,KELLY,1,0.0,Tuesday,evening,0,0,0,1,0,0,0,0,0,0,10
982,morning,Thursday,STYLE,JJ,STYLE,JJ,1,82.0,Tuesday,afternoon,0,0,82,1,1,0,0,0,0,0,37
983,afternoon,Saturday,STYLE,JJ,STYLE,JJ,1,102.0,Thursday,morning,0,0,184,2,2,0,0,0,0,1,9
984,morning,Friday,STYLE,JJ,STYLE,JJ,1,0.0,Saturday,afternoon,1,0,184,3,3,0,0,0,1,0,20
985,morning,Wednesday,STYLE,JJ,STYLE,JJ,1,102.0,Friday,morning,0,0,286,4,4,0,0,0,1,0,19
990,evening,Friday,STYLE,BECKY,STYLE,BECKY,1,30.0,Friday,evening,0,0,30,1,1,0,0,0,0,0,42
991,morning,Thursday,STYLE,BECKY,STYLE,BECKY,1,50.0,Friday,evening,0,0,80,2,2,0,0,0,0,0,27
995,afternoon,Friday,STYLE,BECKY,COLOR,JOANNE,2,167.0,Wednesday,morning,0,1,167,2,1,1,2,0,0,0,23
996,morning,Friday,COLOR,JOANNE,COLOR,JOANNE,2,167.0,Wednesday,morning,0,1,167,2,1,1,2,0,0,0,23
997,afternoon,Friday,STYLE,BECKY,COLOR,JOANNE,2,300.0,Friday,morning,0,1,467,4,2,2,4,0,0,0,14
998,morning,Friday,COLOR,JOANNE,COLOR,JOANNE,2,300.0,Friday,morning,0,1,467,4,2,2,4,0,0,0,14
1000,morning,Tuesday,STYLE,JJ,STYLE,JJ,1,114.44,Tuesday,morning,0,1,82,1,1,0,1,0,0,0,84
1002,evening,Friday,STYLE,JJ,STYLE,JJ,1,82.0,Thursday,morning,0,0,82,1,1,0,0,0,0,0,120
1003,afternoon,Friday,COLOR,JOANNE,STYLE,JJ,1,82.0,Thursday,morning,0,0,82,1,1,0,0,0,0,0,120
1005,afternoon,Tuesday,STYLE,JJ,STYLE,JJ,1,82.0,Friday,afternoon,0,0,82,1,1,0,0,0,0,0,46
1010,afternoon,Friday,STYLE,KELLY,STYLE,BECKY,1,60.0,Thursday,afternoon,0,0,60,1,1,0,0,0,0,0,50
1014,evening,Friday,STYLE,JJ,STYLE,JJ,1,82.0,Saturday,evening,0,0,82,1,1,0,0,0,0,0,69
1016,afternoon,Thursday,STYLE,JJ,STYLE,JJ,1,40.0,Thursday,evening,0,0,40,1,1,0,0,0,0,0,28
1017,evening,Thursday,STYLE,JJ,STYLE,JJ,1,60.0,Thursday,afternoon,0,0,100,2,2,0,0,0,0,0,28
1018,morning,Wednesday,STYLE,JJ,STYLE,JJ,1,60.0,Thursday,evening,0,0,160,3,3,0,0,0,0,0,27
1019,morning,Thursday,STYLE,JJ,STYLE,JJ,1,60.0,Wednesday,morning,0,0,220,4,4,0,0,0,0,0,29
1021,afternoon,Friday,STYLE,BECKY,STYLE,BECKY,1,60.0,Friday,afternoon,0,0,60,1,1,0,0,0,0,0,63
1025,afternoon,Saturday,MISC,JJ,STYLE,JJ,1,228.25,Saturday,afternoon,0,1,82,1,1,0,1,0,0,0,70
1030,morning,Thursday,STYLE,JJ,STYLE,SINEAD,1,35.0,Tuesday,afternoon,0,0,35,1,1,0,0,0,0,0,72
1043,evening,Thursday,STYLE,SINEAD,STYLE,SINEAD,1,67.0,Thursday,afternoon,0,1,35,1,1,0,1,0,0,0,35
1044,evening,Thursday,STYLE,BECKY,STYLE,SINEAD,1,55.0,Thursday,evening,0,0,90,2,2,0,1,0,0,0,35
1045,evening,Thursday,STYLE,BECKY,STYLE,BECKY,1,50.0,Thursday,evening,0,0,140,3,3,0,1,0,0,0,28
1049,afternoon,Thursday,STYLE,SINEAD,STYLE,SINEAD,1,70.0,Tuesday,morning,0,0,70,1,1,0,0,0,0,0,30
1050,morning,Thursday,MISC,SINEAD,STYLE,SINEAD,1,90.0,Thursday,afternoon,0,0,160,2,2,0,0,0,0,0,14
1051,morning,Thursday,STYLE,BECKY,MISC,SINEAD,1,0.0,Thursday,morning,0,0,160,3,2,0,0,0,0,0,21
1052,afternoon,Wednesday,STYLE,JJ,STYLE,BECKY,1,80.0,Thursday,morning,0,0,240,4,3,0,0,0,0,0,27
1055,afternoon,Thursday,STYLE,BECKY,STYLE,SINEAD,1,70.0,Wednesday,afternoon,0,0,70,1,1,0,0,0,0,0,43
1057,afternoon,Tuesday,STYLE,BECKY,STYLE,BECKY,1,60.0,Tuesday,morning,0,0,60,1,1,0,0,0,0,0,77
1059,afternoon,Saturday,STYLE,JJ,STYLE,JJ,1,40.0,Wednesday,afternoon,0,0,40,1,1,0,0,0,0,0,38
1060,morning,Saturday,STYLE,JJ,STYLE,JJ,1,60.0,Saturday,afternoon,0,0,100,2,2,0,0,0,0,0,35
1061,morning,Saturday,STYLE,JJ,STYLE,JJ,1,60.0,Saturday,morning,0,0,160,3,3,0,0,0,0,0,35
1063,evening,Thursday,STYLE,BECKY,STYLE,BECKY,1,0.0,Thursday,evening,1,0,0,1,1,0,0,0,1,0,28
1064,evening,Tuesday,STYLE,BECKY,STYLE,BECKY,1,60.0,Thursday,evening,0,0,60,2,2,0,0,0,1,0,26
1067,evening,Friday,STYLE,BECKY,MISC,BECKY,1,0.0,Friday,evening,0,0,140,5,4,0,0,1,2,0,21
1069,afternoon,Saturday,COLOR,JOANNE,COLOR,JOANNE,1,350.0,Saturday,afternoon,0,1,65,1,0,1,1,0,0,0,35
1070,afternoon,Saturday,COLOR,JOANNE,COLOR,JOANNE,1,70.0,Saturday,afternoon,0,0,135,2,0,2,1,0,0,0,42
1072,morning,Friday,STYLE,KELLY,STYLE,KELLY,1,60.0,Friday,afternoon,0,0,60,1,1,0,0,0,0,0,28
1074,evening,Tuesday,STYLE,JJ,STYLE,SINEAD,1,70.0,Thursday,evening,0,0,70,1,1,0,0,0,0,0,33
1075,afternoon,Friday,STYLE,JJ,STYLE,JJ,1,82.0,Tuesday,evening,0,0,152,2,2,0,0,0,0,0,52
1088,evening,Friday,STYLE,KELLY,STYLE,KELLY,1,35.0,Saturday,morning,0,0,35,1,1,0,0,0,0,0,34
1091,afternoon,Thursday,STYLE,BECKY,STYLE,BECKY,1,30.0,Tuesday,evening,0,0,30,1,1,0,0,0,0,0,44
1092,afternoon,Wednesday,STYLE,BECKY,STYLE,BECKY,1,50.0,Thursday,afternoon,0,0,80,2,2,0,0,0,0,0,34
